-9.221170800974956006e-01,-3.111811583090993150e-01
6.621775394859321651e-01,-7.051248982374074270e-01
-7.380597987976966756e-01,3.759121639016058669e-01
6.715969311570424427e-01,-5.825026394338250757e-01
-9.196109764646376306e-02,-3.680187399577556917e-01
-5.998713610534978091e-01,-6.221395044198334556e-01
5.802349631440368860e-01,-3.876033929396700550e-01
3.351097923654327015e-01,-5.909649984425642266e-01
-5.953326429087903993e-01,-3.289955248734719451e-01
-3.071696436102122618e-01,1.502687267427509354e-01
-4.367934356462588319e-01,-8.509349133141534960e-01
4.171491676233451962e-01,-3.390247881337506985e-01
1.966577201017150056e-01,3.666304572760505920e-01
-4.673951934216478143e-01,3.567683211438505975e-01
2.332189512575795209e-01,-7.026585255757455961e-02
1.405281064637047272e-01,8.166124430017003277e-01
1.208906594744560969e-01,2.514542406087640902e-01
-5.475968778314999064e-02,-2.324436980032995592e-02
1.245751454551065063e-01,-4.952841724242513788e-01
-2.696694028121460196e-01,8.108531132775098627e-01
5.379638427785653487e-01,4.808332531849202063e-02
1.536955550715479735e-01,-8.869951637273016942e-01
8.626435138568291361e-01,-3.224073534894442705e-01
-1.853986643002987211e-01,-4.757645743608884814e-02
8.275853002907163081e-02,-5.442603686586835465e-01
-3.280264376408670302e-01,-3.739806795189268840e-01
-7.452503797344920411e-01,1.042756248441456535e-02
5.059984498859104729e-01,1.579259181851224714e-01
8.195589024866032357e-01,4.384129154782168136e-02
-4.162644985622696581e-01,5.312571162082579956e-01
-4.957479812670031460e-01,9.081500695940780687e-02
-6.206740248098499002e-01,1.159462773879849085e-01
-3.845191308455582213e-01,-8.504628652884118623e-01
-1.094139203174742114e-01,3.529637970916934542e-01
-2.441262139162274636e-01,-9.136202556639057004e-01
-9.509459310273271626e-01,1.172403786872335818e-01
4.254301136257299110e-01,1.601093085513172198e-01
-1.720271647847542162e-01,-4.466134804563992589e-02
-4.321894044150043079e-01,-4.948806309748712273e-01
-7.335256766084607971e-01,-6.742025487518819027e-01
-9.492814295140170611e-01,2.816794317895332522e-01
6.185889223353122635e-01,5.491716789278080491e-01
6.747844111526022370e-01,-2.577449668232159041e-01
-6.188576698009302657e-01,-1.946046835891035443e-02
6.359775129168894203e-01,1.247861055428136634e-01
-4.613162985737271349e-01,5.254645460729030493e-01
-3.065804073677784736e-01,4.987081921791669537e-01
6.994642381851901014e-02,-8.421733710129939432e-01
1.965368447368420757e-01,-2.728523648694303194e-01
9.103465696727197631e-02,-1.469855850935539721e-01
-9.190338351895877000e-01,3.790770089705985946e-01
-3.309538574228663155e-01,-4.221207954952943542e-01
7.684166757078758625e-01,-1.159577246655962846e-01
-2.040384940434765149e-01,-5.088057229846469909e-01
7.965367873414548328e-01,-1.686357320057974007e-02
5.296983596098279179e-01,6.082117675581260041e-01
-7.198951507952133788e-02,-9.066582909969658211e-01
5.113171288567925910e-01,-5.836816702783544919e-01
-1.016767727817613487e-01,-9.866547860348662269e-01
-3.258735531110488193e-01,-5.687565362075548414e-01
-7.433586029135264006e-02,4.175078275764998459e-02
4.399725992122038853e-01,-4.930458395570671559e-01
-7.201973410733015779e-01,6.914401620588155328e-01
-6.552631747379233929e-01,-6.408504948205404617e-01
1.620401262270461107e-01,-7.681153626855958816e-01
6.857961976294972839e-01,7.089651309084024078e-01
-3.179879367631841536e-01,-4.605209333577693354e-01
-9.114110882332582264e-02,-4.047910839182440323e-01
8.569890290465447258e-01,4.384218164844082555e-01
4.090459177530392232e-01,-7.528626345425208921e-01
3.521749582544282386e-01,3.736540112123292179e-01
1.872631544844294282e-02,4.301388051011048042e-01
3.637718355322303587e-01,-1.780746663010555064e-01
2.335809316032300131e-02,2.666259699096076297e-01
4.248389428831471637e-01,-7.312490074283453101e-01
-4.367159409342462606e-01,-5.462036395085867468e-02
4.737785319363048142e-01,-7.894186689067603790e-01
-8.089842823630437607e-01,2.737173077394849940e-01
-1.762202051384251789e-01,-4.609820327089875214e-02
-7.933328920178499555e-01,6.320880232841230573e-02
-5.890546910692742166e-01,7.291279268906201150e-01
-2.150547974231320492e-01,9.606752293199993797e-01
4.575969578770830992e-01,7.476960981545910379e-01
3.598623474929909527e-01,2.708129603957158960e-01
8.874851064055102601e-01,2.204877950416630483e-01
5.072780154936644692e-01,-4.037012306025422603e-02
8.003262794836303318e-01,-5.669592472046274256e-01
2.968849573518392848e-01,4.336771386747866330e-01
-4.282046638159409113e-01,-1.341703752372340741e-01
2.619370251778647685e-01,9.383717988955297962e-02
-3.977544504833536720e-01,7.905533716054680138e-01
-2.830591493155742988e-02,-7.605931295487344812e-02
-4.692220016694919060e-01,5.084813473147258289e-01
5.113418697874700936e-01,4.907746292081172079e-02
3.010837788689668670e-01,1.107909408866016854e-01
4.864989549696066007e-01,6.401921847596101500e-01
-8.146827919173174060e-01,-5.462044133838306337e-02
1.315304769097589421e-01,-7.402982834250109168e-01
5.473385587406998098e-01,3.825739315326635026e-01
6.581127592012208094e-01,9.693269463280707043e-02
4.590232746498978944e-01,-5.288792050001163147e-01
9.106665624396206304e-01,-1.184728064945919090e-01
-4.022092389775833166e-01,9.069738441053634137e-01
3.718709689965060683e-02,-9.257663278099730331e-01
5.365595634703022032e-01,-2.244992937560366109e-01
-1.066058557320888056e-01,-2.891224032625212548e-01
5.068641000714151357e-01,-6.155289588012227142e-01
5.732895948991625357e-01,-3.046636359707222130e-01
7.514331763345598603e-01,-1.295781544875946878e-01
-4.033345697681549602e-01,1.009857185343727703e-01
6.224999922438518851e-01,6.921260831355138254e-01
9.088468699287808317e-01,-1.225805138466553590e-01
-2.842703068431993163e-01,-2.253368955505963278e-02
-5.073105478190487183e-02,-5.341446483487710672e-02
1.310411666596769109e-01,-6.972437697547919644e-01
-5.255353873428814104e-02,4.918026987106345338e-01
-6.266423632118134357e-01,-2.006116652499101427e-01
-2.761857145067028174e-01,-9.544902873257679055e-01
-5.888818568140630205e-01,5.260580946385520207e-01
7.443076536371964202e-01,1.379495678209512466e-01
3.317484565608004310e-01,-6.251072219144921949e-01
7.885601787799256801e-01,2.721852833504900815e-02
-3.653819574649093127e-01,-7.791997805311023928e-01
-9.246892966934689984e-01,2.377873138026371791e-01
7.682206754102489654e-01,6.333713845876418613e-01
5.267225665351107367e-01,-5.601755204737592919e-01
-6.807390645066910828e-01,-8.599298854572778872e-02
-7.777412784409909463e-03,1.319441174933591032e-01
-3.726335860253537913e-01,7.989885938879839333e-01
1.430279713384674523e-01,-8.019265674404485456e-01
-8.455366380283295680e-01,-1.878642368393692585e-01
4.976108643348506888e-01,-4.493942441025315926e-01
-3.987613609715354723e-01,-3.372398175305499901e-01
-3.633379662395497256e-02,-8.532824893691077772e-01
-1.321863534324656531e-01,-1.256742922880360602e-01
-2.992002432265923328e-01,-2.895547224345542681e-01
4.727411176971931805e-01,6.747225303210582226e-01
-2.829172450905821368e-01,4.196526331516430286e-01
-3.351734158126484786e-02,3.376393875974592618e-01
-1.668845760753887575e-01,6.081587935968248981e-01
-9.976659107143959204e-03,6.034723756104418690e-01
-3.035042153014124722e-01,6.723175055125798494e-01
-7.824615737831788209e-01,-5.672392714821232751e-01
-6.909675885235404547e-01,-4.979764640131263409e-01
5.742871878316773149e-01,5.675377443708875536e-01
-4.106614689476129065e-01,-9.051955196204117815e-01
